,DESCR,RAMEAU_concepts2
8930,"Les relations Sud-Sud à l'épreuve : le Brésil et l'Afrique dans le contexte des échanges économiques afro-latino-américains, ECONOMIC RELATIONS BETWEEN AFRICA AND LATIN AMERICA ARE AS YET OF SECONDARY IMPORTANCE. BRAZIL, HOWEVER, HAS GAINED PROMINENCE AS AN ECONOMIC PARTNER OVER THE LAST TWENTY YEARS. THIS DEVELOPMENT CANNOT BE EXPLAINED SIMPLY IN ECONOMIC TERMS: IT CORRESPONDS TO A CULTURAL REALITY AND TO A POLITICAL CHOICE AS WELL. AN ANALYSIS OF THIS PHENOMENON LEADS TO CONSIDERATION OF &quot;NIC-LDC&quot; AND &quot;SOUTH-SOUTH&quot; RELATIONS IN GENERAL. ECONOMIC EXCHANGE BETWEEN AFRICA AND BRAZIL APPEARS TO BE LACKING IN SPECIFICITY. IT TENDS ON THE WHOLE TO RESEMBLE THE RELATION BETWEEN OTHER INDUSTRIALS COUNTRIES AND THE LDC&apos;S. AN ANALYSIS OF COMPARATIVE ADVANTAGES DOES NOT SUGGEST THAT BRAZILIAN COMPANIES HAVE A PARTICULAR GIFT FOR &quot;ADAPTING TECHNOLOGY&quot; TO THE &quot;LOCAL CONTEXT&quot; OF AFRICA. BUT IF BRAZIL&apos;S MEMBERSHIP IN THE &quot;SOUTH&quot; HAS BEEN CONTESTED BY SOME AUTHORS, ON ACCOUNT OF THE ROLE OF FOREIGN CAPITAL IN BRAZILIAN FIRMS, THE SOUTHERN ORIENTATION DOES SEEM TO BE CONFIRMED BY THE ROLE OF STATE AND THE PUBLIC SECTOR. BUT THE CONDITIONS UNDER WHICH TRANSACTIONS OCCUR HAVE NOT GIVEN RISE TO A NEW INTERNATIONAL TRADE ETHIC, IN CONFORMITY WITH THE GUIDDINES OF THE N.I.E.C. BRAZIL AND A NUMBER OF AFRICAN COUNTRIES ARE TRADITIONAL RIVALS ON THE COMMODITIES MARKET. THE HISTORY OF TRADE IN COFFEE AND COCOA OVER THE LAST 25 YEARS IS STUDIED IN ORDER TO DETERMINE WHETHER COMPETITIVE STRATEGIES HAVE CHANGED. IN SPITE OF A FEW NOTEWORTHY BUT LIMITED ACHIEVEMENTS, IT WOULD BE DIFFICULT TO ARGUE THAT THE NEW RELATIONS HAVE TAKEN HOLD. THE ORIGINALITY OF BRAZIL&apos;S PENETRATION INTO AFRICA HAS RESULTED MORE FROM THE DYNAMISM OF ITS BUSINESSES, THE ASSISTANCE OF THE GOVERNMENTS, AND A CERTAIN SOCIO-CULTURAL SKILLS, THAN FROM A WELL DEFINED &quot;DIFFERENCE&quot; OF APPROACH. ECONOMIC RELATIONS BETWEEN BRAZIL AND AFRICA ARE CERTAINLY FAVORABLE TO THE COUNTRIES CONCERNED IN THAT THEY HAVE DIVERSIFIED ECONOMIC EXCHANGE AND INCREASED ECONOMIC COMPETITION. ____","['027584798#Coopération_entre_pays_en_voie_de_développement', '028246519#Relations_économiques_extérieures', '027584798#Coopération_entre_pays_en_voie_de_développement', '028246519#Relations_économiques_extérieures']"
8931,"Synthèse et étude du mode d'action d'inhibiteurs d'aldolase de classe I. Vectorisation de ces inhibiteurs chez le trypanosome par le transporteur du glucose, AU COURS DE CE TRAVAIL, NOUS AVONS ELARGI LE CHAMP D&apos;UTILISATION DE L&apos;ALDOLASE, ENZYME ESSENTIELLE DANS LE PROCESSUS GLYCOLYTIQUE ET QUI NOUS A PERMIS DE DEVELOPPER DEUX STRATEGIES DIFFERENTES EVOQUEES SUCCESSIVEMENT DANS CE DOCUMENT:  LA CONCEPTION ET L&apos;ETUDE DE NOUVELLES MOLECULES SUSCEPTIBLES DE PERMETTRE D&apos;UNE PART, UNE MEILLEURE CONNAISSANCE DE L&apos;ENZYME DU POINT DE VUE REACTIONNEL PAR UNE APPROCHE PLUS FONDAMENTALE DES RELATIONS STRUCTURES-ACTIVITES, D&apos;AUTRE PART LA MISE A PROFIT DES RESULTATS POUR DEVELOPPER UN ASPECT PLUS APPLIQUE A L&apos;INHIBITION EFFICACE ET SPECIFIQUE DE L&apos;ALDOLASE.  LA SYNTHESE ET L&apos;ETUDE D&apos;UNE FAMILLE DE DERIVES 6-DESOXY-D-FRUCTOSES DANS LE BUT D&apos;EVALUER, LEUR CAPACITE A PRODUIRE UNE INHIBITION SELECTIVE DU TRANSPORTEUR DES HEXOSES, AINSI QUE LEUR APTITUDE A INTERNALISER DES INHIBITEURS DE PLUSIEURS ENZYMES GLYCOLYTIQUES, TELLE QUE L&apos;ALDOLASE. LES SYNTHESES DE PLUSIEURS COMPOSES, ANALOGUES DE SUBSTRATS ET ORIGINAUX POUR LA PLUPART, SONT DECRITES EN DETAIL. L&apos;ETUDE DE LEUR COMPORTEMENT, EN TANT QUE SUBSTRAT OU INHIBITEUR, EST REALISEE PAR DES METHODES DE CINETIQUE ENZYMATIQUE, D&apos;ECHANGE ISOTOPIQUE OU D&apos;OXYDATION. LES RESULTATS OBTENUS NOUS PERMETTENT, DANS LA MAJORITE DES CAS, DE PROPOSER UN MECANISME D&apos;ACTION PROBABLE AVEC L&apos;ENZYME ALDOLASE. CETTE CONTRIBUTION S&apos;INSCRIT DANS LE CADRE D&apos;UN PROGRAMME DE RECHERCHE A LONG TERME LIE A L&apos;ETUDE DES ENZYMES GLYCOLYTIQUES QUI SONT DES CIBLES POTENTIELLES MAJEURES CHEZ CERTAINS PARASITES COMME LES TRYPANOSOMES DONT LES BESOINS ENERGETIQUES SONT EXCLUSIVEMENT ASSURES PAR LE METABOLISME DU GLUCOSE ____","['028681010#Trypanosoma_brucei', '029365767#Transport_physiologique', '02786703X#Glucose', '02756987X#Génie_génétique', '027828085#Antienzymes', '027823288#Transport_biologique', '029133513#Inhibiteurs']"
8932,"Les climats du Cameroun, LA PREMIERE PARTIE DE L&apos;OUVRAGE PORTE SUR LES DONNEES DE CLIMATOLOGIE DYNAMIQUE AFRICAINE INTERESSANT LE TERRITOIRE CAMEROUNAIS. LA PRESENTATION DES FONDEMENTS METEOROLOGIQUES DU CLIMAT (FLUX, MASSES D&apos;AIR, DISCONTINUITES...) ET DE LEURS ALTERATIONS CARACTERISTIQUES (PERTURBATIONS) EST ETAYEE PAR LA DESCRIPTION DE NOMBREUX EXEMPLES DE TYPES DE TEMPS SAISONNIERS, PUIS COMPLETEE PAR UNE ETUDE DE FREQUENCE. LA DEUXIEME PARTIE PROPOSE UNE ANALYSE SYSTEMATIQUE DES DIFFERENTS ELEMENTS DU CLIMAT, EN INSISTANT SUR LES PRECIPITATIONS ET LEUR VARIABILITE SPATIOTEMPORELLE. LA COMBINAISON DES ELEMENTS SIGNIFICATIFS PERMET DE DEFINIR DES INDICES CLIMATIQUES SYNTHETIQUES. LA TROISIEME PARTIE PRESENTE, EN MANIERE DE BILAN, LES REGIONS CLIMATIQUES DU CAMEROUN EN FONCTION DES FACTEURS GEOGRAPHIQUES D&apos;ECHELLES DIVERSES. A LA DISPOSITION ZONALE, QUI PREVAUT DANS L&apos;INTERIEUR DU PAYS, S&apos;OPPOSE L&apos;ORGANISATION MERIDIENNE DES REGIONS MARITIMES ET MONTAGNARDES OCCIDENTALES, OU LA PUISSANCE DE L&apos;INVASION SAISONNIERE DE LA MOUSSON SUR UN ESPACE AU RELIEF VIGOUREUSEMENT CONTRASTE CREE DES CONDITIONS FORTEMENT ORIGINALES ET DIVERSIFIEES. L&apos;ENSEMBLE DES FIGURES ET ILLUSTRATIONS EST REGROUPE DANS UN ATLAS.","['027517322#Climat', '027517322#Climat']"
8933,"Les climats du Cameroun, THE FIRST PART OF THE WORK IS FOCUSSED ON THE DATA ABOUT DYNAMIC AFRICAN CLIMATOLOGY AS FAR AS CAMEROONIAN TERRITORY IS CONCERNED. THE PRESENTATION OF METEOROLOGICAL FOUNDATIONS OF THE CLIMATE (WINDS, AIR MASSES, DISCONTINUITIES...) AND OF THEIR CHARACTERISTIC ALTERATIONS (DISTURBANCES) IS SUPPORTED BY THE DESCRIPTION OF NUMEROUS EXAMPLES OF SEASONAL WEATHER TYPES, THEN COMPLEMENTED BY A STUDY OF THEIR FREQUENCIES. THE SECOND PART OFFERS A SYSTEMATIC ANALYSIS OF THE VARIOUS ELEMENTS OF THE CLIMATE, LAYING STRESS ON PRECIPITATIONS AND THE WAY THEY VARY IN SPACE AND TIME. THE COMBINATION OF SIGNIFICANT ELEMENTS ENABLES US TO DEFINE SYNTHETIC CLIMATE INDEXES. THE THIRD PART SHOWS, AS A KIND OF ASSESSMENT, THE CLIMATIC REGIONS OF CAMEROON ACCORDING TO GEOGRAPHIC FACTORS OF VARIOUS SCALES. THE ZONAL DISPOSITION PREVAILS IN THE INLAND PART OF THE COUNTRY. A LONGITUDINAL ORGANISATION IS PREDOMINANT IN THE WESTERN COASTAL AND MOUNTAINOUS REGIONS; THERE, THE POWER OF THE MONSOON SEASONAL INVASION OVER AN AREA WITH A VIGOROUSLY CONTRASTED RELIEF CREATES ORIGINAL AND STRONGLY DIVERSIFIED CLIMATIC CONDITIONS. THE WHOLE OF THE DIAGRAMS, CHARTS AND ILLUSTRATIONS IS GROUPED TOGETHER IN A ATLAS. ____","['027517322#Climat', '027517322#Climat']"
8934,"L'impact socio-économique de la néo-citadine de Yaoundé, CETTE ETUDE CONCERNE LA FEMME DU SUD-CAMEROUN AUX PRISES AVEC LA VILLE, UN MILIEU EXTRA-TRADITIONNEL. L&apos;ENSEMNLE DE SES REACTIONS TEMOIGNE DE SON DYNAMIQUE ET CONCOURT A UNE DESTRUCTION LENTE MAIS CERTAINE DE LA SOCIETE COUTUMIERE. CE TRAVAIL COMPREND TROIS GRANDES PARTIES; IL S&apos;EST LIMITE A LA SEULE PAYSANNE DES GRANDES ETHNIES DE CETTE SOUS-REGION LES PLUS REPRESENTEES A YAOUNDE: BETI- BOULOU- BASSA- DOUALA- BAMILEKE- BAMOUN- KO&apos;O- ZIME. CETTE ETUDE NE S&apos;ETENDRA PAS AUX FEMMES CADRES DES PRODESSIONS LIBERALES BIEN QU&apos;ELLES VIVENT LES MEMES TENSIONS. LA PREMIERE PARTIE TRAITE DU STATUT SOCIO-JURIDIQUE ET ECONOMIQUE TRA DITIONNEL DE LA FEMME DANS LES SOCIETES DU SUD-CAMEROUN. IL S&apos;AGIT D&apos;UN EXAMEN OBJECTIF POUR FAIRE RESSORTIR SES CARACTERES LES PLUS CONTRAIGNANTS, LES PLUS TRAUMATISANTS AU DETRIMENT DE LA FEMME OU CEUX A SON BENEFICE, A SA GLOIRE. CETTE PARTIE SOULIGNE L&apos;OMNIPOTENCE POLITIQUE DUE A SA SEULE PRESENCE ENTRE LES LIGNAGES, DES ELANS, DES TRIBUS AMIS OU ENNEMIS; ELLE EXAMINE EGALEMENT SON STATUT ECONOMIQUE TRADITIONNEL. LA DEUXIEME PARTIE CONCERNE L&apos;URBANISATION DU SUD CAMEROUN ET LA FEMME AUTOCHTONE. ELLE ETUDIE LES DIVERSES MUTATIONS PSYCHO-SOCIALES ET ECONOMIQUES DE CETTE DERNIERE EN MILIEU URBAIN. ELLE TRAITE SUCCESSIVEMENT DE L&apos;EXODE RURAL FEMININ, DE SCOLARISATION... DES FILLES, DU SALARIAT FEMININ, DES RELIGIONS CHRETIENNES ...","['02766435X#Conditions_sociales', '027267768#Géographie_urbaine', '027537242#Femmes', '02766435X#Conditions_sociales', '027267768#Géographie_urbaine', '027537242#Femmes']"
8935,"L'impact socio-économique de la néo-citadine de Yaoundé, THE FOLLOWING RESEARCH DEALS WITH SCUTH-CAMEROON WOMAN IN TOWN, AN EXTRATRADITIONAL SPHERES. HER VARIOUS REACTIONS SHOW HER DYNAMISM, AND LEADS TO A SORT OF SLOW BUT REAL DESTRUCTION OF TRADITIONNAL SOCIETY. THIS MASTERPIECE CONSISTS OF THREE MAIN PART; IT DEALS WITH ONLY THE PEASAN WOMAN FROM THE IMPORTANT TRIBES OF THIS SUG-REGION, TRIBES WHICH ARES MOSTLY FOUND IN YAOUNDE, SUCH AS BETI, BOULOU, BASSA, DOUALA, BAMOUN, KO&apos;OZIME. THIS STUDY WILL NOT HAVE TO DO WITH THE HIGHLY PLACED WOMAN OF LIBERAL OCCUPATIONS, ALTHOUGH THEY UNDERGO THE SAME PROBLEMS. THE FIRST PART DEALS WITH THE SOCIO-JURIDIC, ECONOMIC AND TRADITIONAL STATUTS OF THE WOMAN IN SOUTH CAMERCON COMMUNITIES. IT IS THE QUESTION OF THIS OBJECTIVE STUDY AIMING AT BRINGING OUT THE MUST CONSTRAINT AND TRAUMATIZING CHARACTERISTINS, AT THE EXPENSE OF THE WOMAN OR THOSE IN HER FABOIUR OR GLORY. THIS PART BRINGS OUT THE POLITICAL OMNIPOTENCE CAUSED BY ITS PRESENCE AMONG LINEAGE, CLANS, TRIBES EITHER FRIENDS OR ENEMIES. IT ALSO STUDIES HER TRADITIONNAL ECONOMIC STATUS. THE SECOND PART CONCERNS THE URBANISATION OF SOUTH-CAMEROON AND NATIVE WOMAN. TTSSTUDIES THE VARIOUS PSYCHO-SOCIAL AND ECONOMIC MUTATIONS OF THIS WOMAN. IN URBAN AREAS. IT DEALS WITH WOMEN&apos;S RURAL EXODUS, THEIR EDUCATION AT SCHOOL AND SO ON...; THEIR SALARIES, CHRISTIAN RELIGIONS, IT ENDS BY A CHAPTER DEALING WITH NEW TOWN WOMAN IN MBALMAYO AND SANGMELINA, TWO MEDIUM SIZE IN SOUTH CAMEROON ... ____","['02766435X#Conditions_sociales', '027267768#Géographie_urbaine', '027537242#Femmes', '02766435X#Conditions_sociales', '027267768#Géographie_urbaine', '027537242#Femmes']"
8936,"Le droit fiscal international et les pays en voie de développement : le cas des pays arabes : contribution à l'étude juridique du nouvel ordre fiscal international, Le droit fiscal international constitue probablement l&apos;une des matières où se manifestent les désaccords les plus sérieux et où les options réelles sont immanquablement dévoilées. Il est au cœur des relations économiques internationales, même si ni ses contempteurs ni ses laudateurs n&apos;ont réussi à s&apos;accorder sur le rôle véritable qu&apos;il devrait jouer dans les rapports fiscaux et essentiellement entre pays industrialisés et pays en voie de développement. C&apos;est donc à ce propos que les pays arabes ont conclu un nombre de conventions fiscales relativement important (plus de 60 conventions) et ont essayé de trouver un compromis afin de concilier leurs exigences et celles des pays industrialisés. Dans ce cadre il ne s&apos;agit pas seulement d&apos;éliminer la double imposition, mais vient s&apos;ajouter, sinon d&apos;octroyer des recettes fiscales supplémentaires au contractant le plus économiquement faible, du moins de ne pas l&apos;en priver. Les conventions passées par les pays arabes essaient de s&apos;orienter dans cette voie mais elles demeurent largement inspirées par la convention modèle de l&apos;O.C.D.E. qui est conçue pour un cadre d&apos;équilibre des échanges. C&apos;est pourquoi les pays en voie de développement émettent des réserves sérieuses sur l&apos;inadéquation de cet ordre fiscal classique et revendiquent l&apos;élaboration d&apos;un nouvel ordre fiscal plus adapté à leurs réalités. A cet égard, la nouvelle convention fiscale modèle des Nations Unies constitue le premier jalon dans l&apos;édification de ce nouvel ordre. Tant reste à faire. Par ailleurs si les conventions passées par les pays arabes sont empreintes d&apos;une homogénéité certaine, il n&apos;empêche qu&apos;elles ont subi une rupture profonde dans leur nature et leur esprit par la conclusion d&apos;un nouveau type de conventions par les monarchies pétrolières. En effet les données changent ici puisque ces pays sont également exportateurs de capitaux. ____","['027741583#Droit_fiscal_(droit_international)', '027744191#Politique_fiscale']"
8937,"Les relations entre l'Irak et l'Iran, de 1911 à 1980, CETTE RECHERCHE PORTE SUR L&apos;ETUDE HISTORIQUE CONTEMPORAINE DES RELATIONS IRAKOIRANIENNES, A TRAVERS LES DIVERSES PERIODES QUI ONT MARQUE CES RELATIONS. LA PREMIERE PHASE, C&apos;EST-A-DIRE CELLE D&apos;AVANT LA PREMIERE GUERRE MONDIALE, EST CARACTERISEE D&apos;ABORD PAR UNE LUTTE ENTRE LES OTTOMANS ET LES PERSES, EN VUE DE LA DOMINATION SUR L&apos;IRAK (1508-1638). CETTE LUTTE S&apos;EST ACHEVEE A L&apos;AVANTAGE DES PREMIERS QUI GOUVERNERENT L&apos;IRAK DE 1638 A 1911. AU COURS DE CETTE PERIODE, LES DEUX PARTIES ONT CONCLU PLUSIEURS TRAITES AFIN DE METTRE UN TERME AUX DIFFERENDS NES ENTRE ELLES A PROPOS DE L&apos;IRAK. A CET EGARD, ON PEUT CITER LE TRAITE D&apos;AMASSIA DE 1555 ET LE PROTOCOLE DE TEHERAN DE 1911 QUI REFLETENT LA SITUATION DE L&apos;IRAK DU 16EME AU 19EME SIECLE. LA DEUXIEME PHASE, CELLE D&apos;APRES LE PREMIER CONFLIT MONDIAL (1914-1922), S&apos;EST ACHEVEE PAR LA DEFAITE DE L&apos;ETAT OTTOMAN, ALLIE DE L&apos;ALLEMAGNE ET LA SIGNATURE DE L&apos;ARMISTICE DE MOUDROS LE 30 OCTOBRE 1918. PAR UNE DECISION DU CONSEIL SUPREME DES ALLIES, REUNI A PARIS LE 25 AVRIL 1920, L&apos;IRAK A ETE MIS SOUS MANDAT BRITANNIQUE. D&apos;OU LA NAISSANCE D&apos;UNE RELATION TRIPARTITE BRITANO-PERSO-TURQUE AU SUJET DU CHOTT-EL-ARAB ET DE LA QUESTION DE MOSSOUL. LA PERIODE 1922-1945 A VU LA FIN DU MANDAT ET L&apos;ADMISSION DE L&apos;IRAK MALGRE L&apos;OPPOSI- TION DE L&apos;IRAN - AU SEIN DE LA SOCIETE DES NATIONS (SDN). CE QUI ENTRAINA LA CONCLUSION - EN 1937 - D&apos;UN TRAITE D&apos;AMITIE ET DE FRONTIERES ENTRE LES DEUX PAYS A L&apos;INSTIGATION DE LA GRANDE-BRETAGNE QUI VISAIT AINSI A PRESERVER SES INTERETS PETROLIERS. CE TRAITE FUT SUIVI DU PACTE DE SAAD-ABAD. L&apos;UN DES RESULTATS DE CET ACCORD FUT LA MISE EN PLACE D&apos;UNE COMMISSION DE DELIMITATION DES FRONTIERES DONT LES TRAVAUX ONT ETE INTERROMPUS EN RAISON DU DECLENCHEMENT DU SECOND CONFLIT MONDIAL. TOUJOURS EST-IL QUE L&apos;AMELIORATION DES RAPPORTS IRAKO-IRANIENS A CONTINUE DE PREVALOIR JUSQU&apos;A LA SIGNATURE DU PACTE DE BAGDAD EN 1955 ; CON- FIRMANT DE LA SORTE LE RAPPROCHEMENT ENTAME DEPUIS PLUSIEURS ANNEES ENTRE LES DEUX PAYS. PAR AILLEURS, CETTE ETUDE RETRACE LES CHANGEMENTS INTERVENUS EN IRAK APRES LES REVOLUTIONS DES 14 JUILLET 1958 ET 17 JUILLET 1968, SUIVIS D&apos;UNE DEGRADATION DES RELATIONS SUS- CITEES, NOTAMMENT DANS LE CHATT-EL-ARAB ET LES REGIONS FRONTALIERES. L&apos;ACCORD D&apos;ALGER DU 6 MARS 1975 DEVAIT METTRE UN TERME A CETTE CRISE ET RESOUDRE LA QUESTION KURDE. MAIS LA CHUTE DU CHAH LE 16 JANVIER 1979 ET LA PROCLAMATION DE LA REPUBLIQUE ISLAMIQUE EN IRAN, ENTRAINERENT DE NOUVEAU UNE TENSION DONT LA GRAVITE EUT POUR CONSEQUENCE LE DECLENCHEMENT","['027800334#Relations', '027800334#Relations']"
8938,"Les relations entre l'Irak et l'Iran, de 1911 à 1980, THIS RESEARCH IS ABOUT THE CONTEMPORARY HISTORICAL STUDY OF THE RELATIONS BETWEEN IRAN AND IRAK, THROUGH THE VARIED EVENTS SIGNIFICANT TO THEIR RELATIONS. THE FIRST PERIOD, BEFORE THE FIRST WORLD WAR, WITNESSED A CONFLICT BETWEEN THE OTTOMANS AND THE PERSIANS TO CONTROL IRAK (1508-1638). THE CONFLICT ENDED WITH THE VICTORY OF THE OTTOMANS WHO GOVERNED IRAK FROM 1638 UNTIL 1911. DURING THIS PERIOD THERE HAD BEEN SEVERAL TREATIES TO END THE CONFLICTS ABOUT IRAK. (WE CAN MENTION THE AMASSIA TREATY 1555 AND THE TEHERAN AGREEMENT IN 1911, TP EXPLAIN IRAK SITUATION DURING THE 16TH AND THE 19TH CENTURY). THE SECOND PERIOD, AFTER THE FIRST WORLD WAR, ENDS WITH THE FALL OF THE OTTOMAN EMPIRE, ALLIED TO GERMANY, AND THE MOUDROS ARMISTICE ON OCTOBER 30 TH 1918. ON THE 25TH OF APRIL 1920, THE ALLIES HIGH COUNCIL MET IN PARIS AND DECIDED THAT IRAK SHOULD FALL UNDER THE BRITISH MANDATE. FROM THIS SPRUNG A TRIPLE RELATIONSHIP BEWEEN THE BRITISH, THE PERSIAN AND THE TURKISH GOVERNMENT, ABOUT THE CHOTT-EL-ARAB AND THE MOSSOUL QUESTION. BETWEEN 1922 AND 1944, IRAK WAS ADMITTED INTO THE SOCIETY OF NATIONS, AGAINST IRAN&apos;S WILL. GREAT BRITAIN INITIATED A TREATY OF FRIENDSHIP AND OF BORDERS BETWEEN THE TWO COUNTRIES ; IT WAS A WAY OF PROTECTING ITS OWN PETROLEUM ECONOMIC INTERESTS. THIS TREATY WAS FOLLOWED BY THE SAAD-ABAD PACT. ONE OF THE RESULTS OF THE PACT WAS THE COMMISSION FOR A DEFINITION OF THE BORDERS ; THE SECOND WORLD WAR PREVENTED ITS COMPLETION. THE RELATIONSHIP BETWEEN IRAN AND IRAK IMPROVED UNTIL THE BAGDAD PACT IN 1955, EMPHASIZING THE CLOSE RELATIONSHIP BETWEEN THE TWO COUNTRIES. THIS RESEARCH ALSO DEALS WITH THE CHANGES IN IRAK AFTER THE REVOLUTIONS OF JULY 14TH 1958 AND JULY 17TH 1968 FOLLOWED BY A DETERIORATION OF THE RELATIONSHIP, ESPACIALLY IN THE CHATT-EL-ARAB AND THE BORDER AREAS. THE ALGIERS AGREEMENT OF MARCH 6TH 1975 WAS TU END THE CRISIS AND SOLVE THE KURDISH QUESTION. BUT THE FALL OF THE CHAH ON JANUARY 16TH 1979, AND THE PROCLAMATION OF THE ISLAMIC REPUBLIC IN IRAN, CREATED MORE TENSION AND PROBLEMS THAT LEAD, IN SEPTEMBER 1980, TO THE WAR THAT STILL LASTS IN THE GULF AREA. ____","['027800334#Relations', '027800334#Relations']"
8939,"Contribution à l'étude des flux d'ozone dans la couche de surface, LA COMMUNAUTE SCIENTIFIQUE PORTE UN INTERET GRANDISSANT A L&apos;OZONE LOCALISE DANS LA TROPOSPHERE, EN PREMIER LIEU PARCE QUE SA CONCENTRATION EST EN CONSTANTE AUGMENTATION. CE PHENOMENE N&apos;EST PAS SANS RISQUE SUR LA BIOSPHERE, PUISQUE L&apos;OZONE EST UN PUISSANT OXYDANT. L&apos;OZONE N&apos;EST PAS EMIS DIRECTEMENT DANS L&apos;ATMOSPHERE ET SA CONCENTRATION DANS LA TROPOSPHERE RESULTE DE L&apos;IMPORTANCE RELATIVE DES TERMES DE PRODUCTION ET DE DESTRUCTION D&apos;OZONE. CE TRAVAIL A PORTE SUR LA CARACTERISATION DU DEPOT SEC QUI EST LE PROCESSUS PRINCIPAL DE DESTRUCTION D&apos;OZONE (GALBALLY ET ROY, 1980). CE PROCESSUS EST FONCTION DE LA CAPACITE DES MOUVEMENTS ATMOSPHERIQUES A TRANSPORTER VERTICALEMENT L&apos;OZONE DES COUCHES PLUS HAUTES VERS LA SURFACE. CET ASPECT EST ASSURE PAR LA TURBULENCE ATMOSPHERIQUE. UNE FOIS EN CONTACT AVEC LA SURFACE, LA VITESSE DE DESTRUCTION (RESISTANCE) DE L&apos;OZONE DEPEND DES CARACTERISTIQUES DE LA SURFACE ET DU GAZ. L&apos;IDEE EST DONC DE DETERMINER UNE REVUE EXAUSTIVE (MODELISATION) DE LA REACTIVITE DE CHACUN DES GAZ SELON LE TYPE DE SURFACE CONCERNEE AFIN DE MODELISER LE PROCESSUS DU DEPOT SEC. CETTE MODELISATION EST BASEE SUR LA DETERMINATION DU FLUX VERTICAL DE LA SUBSTANCE. POUR CELA, IL EXISTE DIFFERENTES TECHNIQUES DE MESURE ET, PARMI CELLES-CI, LA METHODE DES CORRELATIONS APPARAIT COMME LA PLUS NATURELLE ET LA PLUS FIABLE. CETTE METHODE NE FAIT APPEL A AUCUN PRINCIPE DE SIMILITUDE ET, GRACE A L&apos;ANALYSE SPECTRALE, NOUS POSSEDONS UN PUISSANT MOYEN DE CONTROLE SUR LA VALIDITE DES FLUX MESURES. LA METHODE DES CORRELATIONS REPOSE SUR LA DETERMINATION DES FLUCTUATIONS DE LA CONCENTRATION ET DE LA VITESSE VERTICALE. L&apos;ECOULEMENT DANS LA COUCHE LIMITE EST DEFINI PAR SON CARACTERE TURBULENT. LE FLUX VERTICAL SERA DONC CALCUL SUR TOUT LE DOMAINE EN FREQUENCE OU SE SITUENT LES FLUCTUATIONS GENEREES PAR LA TURBULENCE ATMOSPHERIQUE. NOUS AVONS TENTE DE METTRE EN EVIDENCE LA SIMILITUDE SPECTRALE ET COSPECTRALE ENTRE LES DIFFERENTS SCALAIRES MESURES (OZONE, TEMPERATURE, VAPEUR D&apos;EAU) LOR S DE QUATRE CAMPAGNES DE MESURE. CETTE ANALYSE A MIS EN EVIDENCE UNE ZONE LOCALISEE AUX BASSES FREQUENCES DU DOMAINE SPECTRAL, OU L&apos;INFORMATION (DENSITE D&apos;ENERGIE) N&apos;EST PAS ATTRIBUABLE AUX ECHANGES AVEC LA SURFACE. L&apos;INTEGRATION DE CETTE INFORMATION DANS LE CALCUL DU FLUX VERTICAL MESURE PEUT FAUSSER LA VALEUR REELLE. L&apos;OCCURENCE ET L&apos;INTENSITE DE CE PHENOMENE ONT ETE ANALYSEES POUR LES QUATRES CAMPAGNES DE MESURE. NOUS PROPOSONS UNE METHODE DE FILTRATION QUI DECOULE DES OBSERVATIONS SUR LA SIMILITUDE SPECTRALE. LA DERNIERE PARTIE DETAILLE LES MESURES DE FLUX D&apos;OZONE EFFECTUEES LORS DE QUATRE CAMPAGNES TERRAIN. LES QUATRE SITES SONT CARACTERISES PAR LE TYPE DE COUVERTURE EN SURFACE. IL S&apos;AGIT D&apos;UN SOL SANS VEGETATION (SARAGOSSE, JUILLET 1992), D&apos;UNE VEGETATION ACTIVE (BETTERAVES, SPC, JUIN 1993) ET PEU ACTIVE (BEMA, JUIN 1993), ET D&apos;UNE FORET DE PIN (LANDES, JUIN 1992). EN PREMIERE APPROXIMATION, LE FLUX D&apos;OZONE AU NIVEAU DE LA SURFACE EST DIRIGE SOIT VERS LE SOL (DECOMPOSITION THERMODYNAMIQUE DE L&apos;OZONE), SOIT VERS LES STOMATES DES VEGETAUX (ASSIMILATION DE L&apos;OZONE LORS DES PROCESSUS D&apos;ECHANGE DE LA PLANTE AVEC LE MILIEU EXTERIEUR). DE RECENTS TRAVAUX CONTESTENT LE ROLE PREPONDE ____","['027551385#Modèles_mathématiques', '027824187#Turbulence_atmosphérique', '027580903#Ozone_atmosphérique', '030640563#Troposphère', '027772616#Environnement', '027243206#Pollution', '027315584#Mesure']"
